Student_ID,Class,Section,Month,Monthly_Fee,Amount_Paid,Payment_Status
1071,2,B,May,3036,2621,Unpaid
1071,2,B,August,3036,3036,Paid
1071,2,B,September,3036,3036,Paid
1071,2,B,October,3036,2803,Unpaid
1071,2,B,November,3036,3036,Paid
1071,2,B,December,3036,233,Unpaid
1071,2,B,January,3036,3036,Paid
1071,2,B,February,3036,3036,Paid
1071,2,B,March,3036,2108,Unpaid
1072,2,B,April,4538,4538,Paid
1072,2,B,May,4538,344,Unpaid
1072,2,B,August,4538,4538,Paid
1072,2,B,September,4538,433,Unpaid
1072,2,B,October,4538,2264,Unpaid
1072,2,B,November,4538,3986,Unpaid
1072,2,B,December,4538,3451,Unpaid
1072,2,B,January,4538,4538,Paid
1072,2,B,February,4538,4538,Paid
1072,2,B,March,4538,4538,Paid
1073,2,A,April,4174,4174,Paid
1073,2,A,May,4174,4174,Paid
1073,2,A,August,4174,4174,Paid
1073,2,A,September,4174,4174,Paid
1073,2,A,October,4174,1385,Unpaid
1073,2,A,November,4174,3377,Unpaid
1073,2,A,December,4174,4174,Paid
1073,2,A,January,4174,211,Unpaid
1073,2,A,February,4174,4174,Paid
1073,2,A,March,4174,4174,Paid
1074,2,B,April,2056,2056,Paid
1074,2,B,May,2056,2056,Paid
1074,2,B,August,2056,1206,Unpaid
1074,2,B,September,2056,2056,Paid
1074,2,B,October,2056,2056,Paid
1074,2,B,November,2056,2056,Paid
1074,2,B,December,2056,2056,Paid
1074,2,B,January,2056,2056,Paid
1074,2,B,February,2056,1917,Unpaid
1074,2,B,March,2056,2056,Paid
1075,2,A,April,2818,2818,Paid
1075,2,A,May,2818,939,Unpaid
1075,2,A,August,2818,2818,Paid
1075,2,A,September,2818,979,Unpaid
1075,2,A,October,2818,1237,Unpaid
1075,2,A,November,2818,1787,Unpaid
1075,2,A,December,2818,2818,Paid
1075,2,A,January,2818,81,Unpaid
1075,2,A,February,2818,205,Unpaid
1075,2,A,March,2818,552,Unpaid
1076,2,B,April,4633,3152,Unpaid
1076,2,B,May,4633,4633,Paid
1076,2,B,August,4633,4633,Paid
1076,2,B,September,4633,4633,Paid
1076,2,B,October,4633,4063,Unpaid
1076,2,B,November,4633,4633,Paid
1076,2,B,December,4633,3461,Unpaid
1076,2,B,January,4633,230,Unpaid
1076,2,B,February,4633,4633,Paid
1076,2,B,March,4633,4633,Paid
1077,2,A,April,4501,2089,Unpaid
1077,2,A,May,4501,2457,Unpaid
1077,2,A,August,4501,4501,Paid
1077,2,A,September,4501,4501,Paid
1077,2,A,October,4501,4501,Paid
1077,2,A,November,4501,1282,Unpaid
1077,2,A,December,4501,4501,Paid
1077,2,A,January,4501,1270,Unpaid
1077,2,A,February,4501,4501,Paid
1077,2,A,March,4501,4501,Paid
1078,2,B,April,4696,4696,Paid
1078,2,B,May,4696,4696,Paid
1078,2,B,August,4696,1271,Unpaid
1078,2,B,September,4696,4374,Unpaid
1078,2,B,October,4696,4696,Paid
1078,2,B,November,4696,1851,Unpaid
1078,2,B,December,4696,4696,Paid
1078,2,B,January,4696,1271,Unpaid
1078,2,B,February,4696,4696,Paid
1078,2,B,March,4696,4696,Paid
1079,2,B,April,2017,1325,Unpaid
1079,2,B,May,2017,987,Unpaid
1079,2,B,August,2017,416,Unpaid
1079,2,B,September,2017,2017,Paid
1079,2,B,October,2017,2017,Paid
1079,2,B,November,2017,2017,Paid
1079,2,B,December,2017,1585,Unpaid
1079,2,B,January,2017,1526,Unpaid
1079,2,B,February,2017,767,Unpaid
1079,2,B,March,2017,234,Unpaid
1080,2,A,April,2243,546,Unpaid
1080,2,A,May,2243,2243,Paid
1080,2,A,August,2243,1569,Unpaid
1080,2,A,September,2243,361,Unpaid
1080,2,A,October,2243,2243,Paid
1080,2,A,November,2243,2243,Paid
1080,2,A,December,2243,2243,Paid
1080,2,A,January,2243,2140,Unpaid
1080,2,A,February,2243,2243,Paid
1080,2,A,March,2243,2243,Paid
1081,2,B,April,3804,3804,Paid
1081,2,B,May,3804,60,Unpaid
1081,2,B,August,3804,2985,Unpaid
1081,2,B,September,3804,3804,Paid
1081,2,B,October,3804,3804,Paid
1081,2,B,November,3804,484,Unpaid
1081,2,B,December,3804,3804,Paid
1081,2,B,January,3804,2420,Unpaid
1081,2,B,February,3804,3727,Unpaid
1081,2,B,March,3804,3804,Paid
1082,2,A,April,3916,3916,Paid
1082,2,A,May,3916,2704,Unpaid
1082,2,A,August,3916,3916,Paid
1082,2,A,September,3916,2404,Unpaid
1082,2,A,October,3916,2318,Unpaid
1082,2,A,November,3916,2929,Unpaid
1082,2,A,December,3916,3916,Paid
1082,2,A,January,3916,3916,Paid
1082,2,A,February,3916,3338,Unpaid
1082,2,A,March,3916,3916,Paid
1083,2,B,April,2604,1270,Unpaid
1083,2,B,May,2604,2604,Paid
1083,2,B,August,2604,1860,Unpaid
1083,2,B,September,2604,2604,Paid
1083,2,B,October,2604,2190,Unpaid
1083,2,B,November,2604,2604,Paid
1083,2,B,December,2604,2604,Paid
1083,2,B,January,2604,158,Unpaid
1083,2,B,February,2604,1097,Unpaid
1083,2,B,March,2604,1685,Unpaid
1084,2,B,April,3644,3265,Unpaid
1084,2,B,May,3644,3644,Paid
1084,2,B,August,3644,2663,Unpaid
1084,2,B,September,3644,3644,Paid
1084,2,B,October,3644,2019,Unpaid
1084,2,B,November,3644,3644,Paid
1084,2,B,December,3644,3644,Paid
1084,2,B,January,3644,3644,Paid
1084,2,B,February,3644,3644,Paid
1084,2,B,March,3644,579,Unpaid
1085,2,B,April,3939,3939,Paid
1085,2,B,May,3939,3939,Paid
1085,2,B,August,3939,1991,Unpaid
1085,2,B,September,3939,401,Unpaid
1085,2,B,October,3939,2264,Unpaid
1085,2,B,November,3939,504,Unpaid
1085,2,B,December,3939,3939,Paid
1085,2,B,January,3939,2138,Unpaid
1085,2,B,February,3939,3939,Paid
1085,2,B,March,3939,3939,Paid
1086,2,A,April,2141,2141,Paid
1086,2,A,May,2141,431,Unpaid
1086,2,A,August,2141,1522,Unpaid
1086,2,A,September,2141,1559,Unpaid
1086,2,A,October,2141,1553,Unpaid
1086,2,A,November,2141,1481,Unpaid
1086,2,A,December,2141,2141,Paid
1086,2,A,January,2141,2141,Paid
1086,2,A,February,2141,2141,Paid
1086,2,A,March,2141,1452,Unpaid
1087,2,A,April,4798,3545,Unpaid
1087,2,A,May,4798,1281,Unpaid
1087,2,A,August,4798,4798,Paid
1087,2,A,September,4798,4798,Paid
1087,2,A,October,4798,4798,Paid
1087,2,A,November,4798,4798,Paid
1087,2,A,December,4798,1201,Unpaid
1087,2,A,January,4798,4798,Paid
1087,2,A,February,4798,3049,Unpaid
1087,2,A,March,4798,4798,Paid
1088,2,A,April,4457,777,Unpaid
1088,2,A,May,4457,4457,Paid
1088,2,A,August,4457,3245,Unpaid
1088,2,A,September,4457,325,Unpaid
1088,2,A,October,4457,2160,Unpaid
1088,2,A,November,4457,4457,Paid
1088,2,A,December,4457,4457,Paid
1088,2,A,January,4457,16,Unpaid
1088,2,A,February,4457,4215,Unpaid
1088,2,A,March,4457,3376,Unpaid
1089,2,A,April,3209,3209,Paid
1089,2,A,May,3209,2018,Unpaid
1089,2,A,August,3209,3209,Paid
1089,2,A,September,3209,3209,Paid
1089,2,A,October,3209,1000,Unpaid
1089,2,A,November,3209,3209,Paid
1089,2,A,December,3209,559,Unpaid
1089,2,A,January,3209,1245,Unpaid
1089,2,A,February,3209,3209,Paid
1089,2,A,March,3209,3209,Paid
1090,2,B,April,4529,4529,Paid
1090,2,B,May,4529,4529,Paid
1090,2,B,August,4529,4529,Paid
1090,2,B,September,4529,4529,Paid
1090,2,B,October,4529,2882,Unpaid
1090,2,B,November,4529,4529,Paid
1090,2,B,December,4529,2170,Unpaid
1090,2,B,January,4529,575,Unpaid
1090,2,B,February,4529,4529,Paid
1090,2,B,March,4529,2472,Unpaid
1091,2,A,April,2836,1223,Unpaid
1091,2,A,May,2836,2673,Unpaid
1091,2,A,August,2836,2259,Unpaid
1091,2,A,September,2836,2836,Paid
1091,2,A,October,2836,2836,Paid
1091,2,A,November,2836,1847,Unpaid
1091,2,A,December,2836,999,Unpaid
1091,2,A,January,2836,2836,Paid
1091,2,A,February,2836,2836,Paid
1091,2,A,March,2836,2836,Paid
1092,2,B,April,4363,4363,Paid
1092,2,B,May,4363,2488,Unpaid
1092,2,B,August,4363,3826,Unpaid
1092,2,B,September,4363,77,Unpaid
1092,2,B,October,4363,4363,Paid
1092,2,B,November,4363,4363,Paid
1092,2,B,December,4363,4363,Paid
1092,2,B,January,4363,3462,Unpaid
1092,2,B,February,4363,3994,Unpaid
1092,2,B,March,4363,4363,Paid
1093,2,A,April,4999,4999,Paid
1093,2,A,May,4999,4999,Paid
1093,2,A,August,4999,4999,Paid
1093,2,A,September,4999,4870,Unpaid
1093,2,A,October,4999,2784,Unpaid
1093,2,A,November,4999,4999,Paid
1093,2,A,December,4999,4659,Unpaid
1093,2,A,January,4999,1784,Unpaid
1093,2,A,February,4999,4999,Paid
1093,2,A,March,4999,4999,Paid
1094,2,A,April,4487,4487,Paid
1094,2,A,May,4487,2631,Unpaid
1094,2,A,August,4487,4487,Paid
1094,2,A,September,4487,4487,Paid
1094,2,A,October,4487,4487,Paid
1094,2,A,November,4487,4487,Paid
1094,2,A,December,4487,507,Unpaid
1094,2,A,January,4487,3543,Unpaid
1094,2,A,February,4487,3985,Unpaid
1094,2,A,March,4487,4487,Paid
1095,2,B,April,3038,3038,Paid
1095,2,B,May,3038,1120,Unpaid
1095,2,B,August,3038,208,Unpaid
1095,2,B,September,3038,1731,Unpaid
1095,2,B,October,3038,3038,Paid
1095,2,B,November,3038,1616,Unpaid
1095,2,B,December,3038,2568,Unpaid
1095,2,B,January,3038,3038,Paid
1095,2,B,February,3038,3038,Paid
1095,2,B,March,3038,3038,Paid
1096,2,A,April,4656,4656,Paid
1096,2,A,May,4656,2307,Unpaid
1096,2,A,August,4656,4656,Paid
1096,2,A,September,4656,4656,Paid
1096,2,A,October,4656,2319,Unpaid
1096,2,A,November,4656,2983,Unpaid
1096,2,A,December,4656,1268,Unpaid
1096,2,A,January,4656,2112,Unpaid
1096,2,A,February,4656,4656,Paid
1096,2,A,March,4656,4656,Paid
1097,2,B,April,3617,2955,Unpaid
1097,2,B,May,3617,3617,Paid
1097,2,B,August,3617,911,Unpaid
1097,2,B,September,3617,3617,Paid
1097,2,B,October,3617,1036,Unpaid
1097,2,B,November,3617,3617,Paid
1097,2,B,December,3617,3438,Unpaid
1097,2,B,January,3617,2664,Unpaid
1097,2,B,February,3617,3617,Paid
1097,2,B,March,3617,2384,Unpaid
1098,2,B,April,3257,888,Unpaid
1098,2,B,May,3257,2631,Unpaid
1098,2,B,August,3257,3257,Paid
1098,2,B,September,3257,1668,Unpaid
1098,2,B,October,3257,3257,Paid
1098,2,B,November,3257,3257,Paid
1098,2,B,December,3257,3257,Paid
1098,2,B,January,3257,2451,Unpaid
1098,2,B,February,3257,3257,Paid
1098,2,B,March,3257,2756,Unpaid
1099,2,B,April,2525,1409,Unpaid
1099,2,B,May,2525,2525,Paid
1099,2,B,August,2525,1458,Unpaid
1099,2,B,September,2525,2525,Paid
1099,2,B,October,2525,726,Unpaid
1099,2,B,November,2525,2379,Unpaid
1099,2,B,December,2525,2525,Paid
1099,2,B,January,2525,2525,Paid
1099,2,B,February,2525,2525,Paid
1099,2,B,March,2525,1526,Unpaid
1100,2,A,April,2040,2040,Paid
1100,2,A,May,2040,2040,Paid
1100,2,A,August,2040,2040,Paid
1100,2,A,September,2040,1235,Unpaid
1100,2,A,October,2040,542,Unpaid
1100,2,A,November,2040,2040,Paid
1100,2,A,December,2040,1924,Unpaid
1100,2,A,January,2040,1182,Unpaid
1100,2,A,February,2040,946,Unpaid
1100,2,A,March,2040,1739,Unpaid
1101,2,A,April,2840,2840,Paid
1101,2,A,May,2840,2547,Unpaid
1101,2,A,August,2840,2234,Unpaid
1101,2,A,September,2840,2840,Paid
1101,2,A,October,2840,2840,Paid
1101,2,A,November,2840,130,Unpaid
1101,2,A,December,2840,2840,Paid
1101,2,A,January,2840,2840,Paid
1101,2,A,February,2840,2840,Paid
1101,2,A,March,2840,2840,Paid
1102,2,B,April,2485,363,Unpaid
1102,2,B,May,2485,477,Unpaid
1102,2,B,August,2485,2036,Unpaid
1102,2,B,September,2485,565,Unpaid
1102,2,B,October,2485,2485,Paid
1102,2,B,November,2485,2485,Paid
1102,2,B,December,2485,2485,Paid
1102,2,B,January,2485,1017,Unpaid
1102,2,B,February,2485,2485,Paid
1102,2,B,March,2485,2485,Paid
1103,2,B,April,2198,2198,Paid
1103,2,B,May,2198,2198,Paid
1103,2,B,August,2198,1963,Unpaid
1103,2,B,September,2198,248,Unpaid
1103,2,B,October,2198,2198,Paid
1103,2,B,November,2198,2198,Paid
1103,2,B,December,2198,1004,Unpaid
1103,2,B,January,2198,2198,Paid
1103,2,B,February,2198,1866,Unpaid
1103,2,B,March,2198,1125,Unpaid
1104,2,A,April,3420,3420,Paid
1104,2,A,May,3420,3420,Paid
1104,2,A,August,3420,3420,Paid
1104,2,A,September,3420,3359,Unpaid
1104,2,A,October,3420,3420,Paid
1104,2,A,November,3420,215,Unpaid
1104,2,A,December,3420,39,Unpaid
1104,2,A,January,3420,1928,Unpaid
1104,2,A,February,3420,3420,Paid
1104,2,A,March,3420,3420,Paid
1105,2,A,April,2283,2283,Paid
1105,2,A,May,2283,2283,Paid
1105,2,A,August,2283,823,Unpaid
1105,2,A,September,2283,1774,Unpaid
1105,2,A,October,2283,2283,Paid
1105,2,A,November,2283,2283,Paid
1105,2,A,December,2283,1764,Unpaid
1105,2,A,January,2283,2283,Paid
1105,2,A,February,2283,2283,Paid
1105,2,A,March,2283,577,Unpaid
1106,2,A,April,4676,1431,Unpaid
1106,2,A,May,4676,3501,Unpaid
1106,2,A,August,4676,2898,Unpaid
1106,2,A,September,4676,4676,Paid
1106,2,A,October,4676,4676,Paid
1106,2,A,November,4676,4676,Paid
1106,2,A,December,4676,654,Unpaid
1106,2,A,January,4676,4676,Paid
1106,2,A,February,4676,4676,Paid
1106,2,A,March,4676,4676,Paid
1107,2,A,April,2011,844,Unpaid
1107,2,A,May,2011,316,Unpaid
1107,2,A,August,2011,2011,Paid
1107,2,A,September,2011,2011,Paid
1107,2,A,October,2011,2011,Paid
1107,2,A,November,2011,397,Unpaid
1107,2,A,December,2011,2011,Paid
1107,2,A,January,2011,355,Unpaid
1107,2,A,February,2011,2011,Paid
1107,2,A,March,2011,259,Unpaid
1108,2,A,April,4818,4818,Paid
1108,2,A,May,4818,4818,Paid
1108,2,A,August,4818,4818,Paid
1108,2,A,September,4818,666,Unpaid
1108,2,A,October,4818,4818,Paid
1108,2,A,November,4818,3786,Unpaid
1108,2,A,December,4818,714,Unpaid
1108,2,A,January,4818,4818,Paid
1108,2,A,February,4818,2760,Unpaid
1108,2,A,March,4818,1924,Unpaid
1109,2,B,April,3632,2564,Unpaid
1109,2,B,May,3632,725,Unpaid
1109,2,B,August,3632,2414,Unpaid
1109,2,B,September,3632,1381,Unpaid
1109,2,B,October,3632,3632,Paid
1109,2,B,November,3632,3632,Paid
1109,2,B,December,3632,1018,Unpaid
1109,2,B,January,3632,1737,Unpaid
1109,2,B,February,3632,1749,Unpaid
1109,2,B,March,3632,3632,Paid
1110,2,A,April,4338,4338,Paid
1110,2,A,May,4338,4086,Unpaid
1110,2,A,August,4338,334,Unpaid
1110,2,A,September,4338,4338,Paid
1110,2,A,October,4338,4338,Paid
1110,2,A,November,4338,4338,Paid
1110,2,A,December,4338,1487,Unpaid
1110,2,A,January,4338,4338,Paid
1110,2,A,February,4338,4338,Paid
1110,2,A,March,4338,4338,Paid
1111,2,A,April,2489,2103,Unpaid
1111,2,A,May,2489,987,Unpaid
1111,2,A,August,2489,1362,Unpaid
1111,2,A,September,2489,1028,Unpaid
1111,2,A,October,2489,2489,Paid
1111,2,A,November,2489,2343,Unpaid
1111,2,A,December,2489,2489,Paid
1111,2,A,January,2489,1470,Unpaid
1111,2,A,February,2489,2489,Paid
1111,2,A,March,2489,1718,Unpaid
1112,2,B,April,3211,3211,Paid
1112,2,B,May,3211,3211,Paid
1112,2,B,August,3211,3211,Paid
1112,2,B,September,3211,422,Unpaid
1112,2,B,October,3211,1058,Unpaid
1112,2,B,November,3211,3211,Paid
1112,2,B,December,3211,481,Unpaid
1112,2,B,January,3211,3211,Paid
1112,2,B,February,3211,2785,Unpaid
1112,2,B,March,3211,3211,Paid
1113,2,A,April,2429,815,Unpaid
1113,2,A,May,2429,2429,Paid
1113,2,A,August,2429,2429,Paid
1113,2,A,September,2429,2429,Paid
1113,2,A,October,2429,886,Unpaid
1113,2,A,November,2429,875,Unpaid
1113,2,A,December,2429,2429,Paid
1113,2,A,January,2429,805,Unpaid
1113,2,A,February,2429,618,Unpaid
1113,2,A,March,2429,783,Unpaid
1114,2,B,April,2138,2138,Paid
1114,2,B,May,2138,1818,Unpaid
1114,2,B,August,2138,1109,Unpaid
1114,2,B,September,2138,2138,Paid
1114,2,B,October,2138,2138,Paid
1114,2,B,November,2138,1674,Unpaid
1114,2,B,December,2138,2138,Paid
1114,2,B,January,2138,2138,Paid
1114,2,B,February,2138,272,Unpaid
1114,2,B,March,2138,2138,Paid
1115,2,B,April,4368,4368,Paid
1115,2,B,May,4368,3086,Unpaid
1115,2,B,August,4368,4368,Paid
1115,2,B,September,4368,811,Unpaid
1115,2,B,October,4368,4368,Paid
1115,2,B,November,4368,4368,Paid
1115,2,B,December,4368,896,Unpaid
1115,2,B,January,4368,4368,Paid
1115,2,B,February,4368,4368,Paid
1115,2,B,March,4368,4368,Paid
1116,2,B,April,3759,2345,Unpaid
1116,2,B,May,3759,3759,Paid
1116,2,B,August,3759,3759,Paid
1116,2,B,September,3759,3008,Unpaid
1116,2,B,October,3759,3759,Paid
1116,2,B,November,3759,3759,Paid
1116,2,B,December,3759,3759,Paid
1116,2,B,January,3759,3195,Unpaid
1116,2,B,February,3759,3676,Unpaid
1116,2,B,March,3759,3759,Paid
1117,2,B,April,3372,1249,Unpaid
1117,2,B,May,3372,1783,Unpaid
1117,2,B,August,3372,1228,Unpaid
1117,2,B,September,3372,1090,Unpaid
1117,2,B,October,3372,614,Unpaid
1117,2,B,November,3372,3372,Paid
1117,2,B,December,3372,3372,Paid
1117,2,B,January,3372,3372,Paid
1117,2,B,February,3372,209,Unpaid
1117,2,B,March,3372,2782,Unpaid
1118,2,B,April,4137,1808,Unpaid
1118,2,B,May,4137,3546,Unpaid
1118,2,B,August,4137,2929,Unpaid
1118,2,B,September,4137,3670,Unpaid
1118,2,B,October,4137,1272,Unpaid
1118,2,B,November,4137,4137,Paid
1118,2,B,December,4137,4137,Paid
1118,2,B,January,4137,458,Unpaid
1118,2,B,February,4137,4137,Paid
1118,2,B,March,4137,4137,Paid
1119,2,A,April,3361,3361,Paid
1119,2,A,May,3361,3361,Paid
1119,2,A,August,3361,3361,Paid
1119,2,A,September,3361,3361,Paid
1119,2,A,October,3361,3361,Paid
1119,2,A,November,3361,3361,Paid
1119,2,A,December,3361,3361,Paid
1119,2,A,January,3361,842,Unpaid
1119,2,A,February,3361,3361,Paid
1119,2,A,March,3361,2199,Unpaid
1120,2,B,April,2406,2406,Paid
1120,2,B,May,2406,796,Unpaid
1120,2,B,August,2406,2406,Paid
1120,2,B,September,2406,2406,Paid
1120,2,B,October,2406,2018,Unpaid
1120,2,B,November,2406,903,Unpaid
1120,2,B,December,2406,2406,Paid
1120,2,B,January,2406,2406,Paid
1120,2,B,February,2406,2406,Paid
1120,2,B,March,2406,502,Unpaid
1121,2,A,April,4738,3232,Unpaid
1121,2,A,May,4738,4738,Paid
1121,2,A,August,4738,4738,Paid
1121,2,A,September,4738,4738,Paid
1121,2,A,October,4738,4738,Paid
1121,2,A,November,4738,2366,Unpaid
1121,2,A,December,4738,4491,Unpaid
1121,2,A,January,4738,4738,Paid
1121,2,A,February,4738,4738,Paid
1121,2,A,March,4738,1469,Unpaid
1122,2,B,April,4914,4914,Paid
1122,2,B,May,4914,2010,Unpaid
1122,2,B,August,4914,4914,Paid
1122,2,B,September,4914,4914,Paid
1122,2,B,October,4914,4914,Paid
1122,2,B,November,4914,4914,Paid
1122,2,B,December,4914,3037,Unpaid
1122,2,B,January,4914,4914,Paid
1122,2,B,February,4914,3752,Unpaid
1122,2,B,March,4914,4914,Paid
1123,2,A,April,3205,3205,Paid
1123,2,A,May,3205,3205,Paid
1123,2,A,August,3205,205,Unpaid
1123,2,A,September,3205,3205,Paid
1123,2,A,October,3205,2212,Unpaid
1123,2,A,November,3205,2611,Unpaid
1123,2,A,December,3205,3205,Paid
1123,2,A,January,3205,1057,Unpaid
1123,2,A,February,3205,3113,Unpaid
1123,2,A,March,3205,3205,Paid
1124,2,B,April,3085,754,Unpaid
1124,2,B,May,3085,548,Unpaid
1124,2,B,August,3085,3085,Paid
1124,2,B,September,3085,3085,Paid
1124,2,B,October,3085,3085,Paid
1124,2,B,November,3085,3085,Paid
1124,2,B,December,3085,2914,Unpaid
1124,2,B,January,3085,3085,Paid
1124,2,B,February,3085,3085,Paid
1124,2,B,March,3085,2118,Unpaid
1125,2,B,April,2472,2472,Paid
1125,2,B,May,2472,2472,Paid
1125,2,B,August,2472,1557,Unpaid
1125,2,B,September,2472,2039,Unpaid
1125,2,B,October,2472,2472,Paid
1125,2,B,November,2472,2464,Unpaid
1125,2,B,December,2472,1063,Unpaid
1125,2,B,January,2472,2472,Paid
1125,2,B,February,2472,2353,Unpaid
1125,2,B,March,2472,2472,Paid
1126,2,B,April,3198,833,Unpaid
1126,2,B,May,3198,2661,Unpaid
1126,2,B,August,3198,1505,Unpaid
1126,2,B,September,3198,3198,Paid
1126,2,B,October,3198,3198,Paid
1126,2,B,November,3198,3198,Paid
1126,2,B,December,3198,3198,Paid
1126,2,B,January,3198,1260,Unpaid
1126,2,B,February,3198,3198,Paid
1126,2,B,March,3198,814,Unpaid
1127,2,A,April,2688,591,Unpaid
1127,2,A,May,2688,2688,Paid
1127,2,A,August,2688,2688,Paid
1127,2,A,September,2688,2688,Paid
1127,2,A,October,2688,2688,Paid
1127,2,A,November,2688,2413,Unpaid
1127,2,A,December,2688,2688,Paid
1127,2,A,January,2688,2163,Unpaid
1127,2,A,February,2688,20,Unpaid
1127,2,A,March,2688,2688,Paid
1128,2,B,April,4151,360,Unpaid
1128,2,B,May,4151,4151,Paid
1128,2,B,August,4151,4151,Paid
1128,2,B,September,4151,4151,Paid
1128,2,B,October,4151,4151,Paid
1128,2,B,November,4151,1143,Unpaid
1128,2,B,December,4151,4151,Paid
1128,2,B,January,4151,4151,Paid
1128,2,B,February,4151,622,Unpaid
1128,2,B,March,4151,2054,Unpaid
1129,2,B,April,2527,2527,Paid
1129,2,B,May,2527,2527,Paid
1129,2,B,August,2527,565,Unpaid
1129,2,B,September,2527,2433,Unpaid
1129,2,B,October,2527,2527,Paid
1129,2,B,November,2527,1607,Unpaid
1129,2,B,December,2527,641,Unpaid
1129,2,B,January,2527,1109,Unpaid
1129,2,B,February,2527,192,Unpaid
1129,2,B,March,2527,2527,Paid
1130,2,B,April,3649,1575,Unpaid
1130,2,B,May,3649,3649,Paid
1130,2,B,August,3649,3649,Paid
1130,2,B,September,3649,2630,Unpaid
1130,2,B,October,3649,3649,Paid
1130,2,B,November,3649,1230,Unpaid
1130,2,B,December,3649,3649,Paid
1130,2,B,January,3649,3649,Paid
1130,2,B,February,3649,1731,Unpaid
1130,2,B,March,3649,2529,Unpaid
1131,3,A,April,2983,2983,Paid
1131,3,A,May,2983,2983,Paid
1131,3,A,August,2983,722,Unpaid
1131,3,A,September,2983,2983,Paid
1131,3,A,October,2983,2983,Paid
1131,3,A,November,2983,2630,Unpaid
1131,3,A,December,2983,978,Unpaid
1131,3,A,January,2983,926,Unpaid
1131,3,A,February,2983,2983,Paid
1131,3,A,March,2983,2188,Unpaid
1132,3,B,April,2454,359,Unpaid
1132,3,B,May,2454,2009,Unpaid
1132,3,B,August,2454,1163,Unpaid
1132,3,B,September,2454,184,Unpaid
1132,3,B,October,2454,2184,Unpaid
1132,3,B,November,2454,1094,Unpaid
1132,3,B,December,2454,2454,Paid
1132,3,B,January,2454,2013,Unpaid
1132,3,B,February,2454,1891,Unpaid
1132,3,B,March,2454,1106,Unpaid
1133,3,A,April,4000,4000,Paid
1133,3,A,May,4000,3326,Unpaid
1133,3,A,August,4000,4000,Paid
1133,3,A,September,4000,4000,Paid
1133,3,A,October,4000,2719,Unpaid
1133,3,A,November,4000,4000,Paid
1133,3,A,December,4000,1060,Unpaid
1133,3,A,January,4000,4000,Paid
1133,3,A,February,4000,4000,Paid
1133,3,A,March,4000,4000,Paid
1134,3,B,April,3554,3554,Paid
1134,3,B,May,3554,3554,Paid
1134,3,B,August,3554,3554,Paid
1134,3,B,September,3554,3554,Paid
1134,3,B,October,3554,3554,Paid
1134,3,B,November,3554,3449,Unpaid
1134,3,B,December,3554,3375,Unpaid
1134,3,B,January,3554,1708,Unpaid
1134,3,B,February,3554,2832,Unpaid
1134,3,B,March,3554,1975,Unpaid
1135,3,A,April,2857,2760,Unpaid
1135,3,A,May,2857,224,Unpaid
1135,3,A,August,2857,2857,Paid
1135,3,A,September,2857,241,Unpaid
1135,3,A,October,2857,490,Unpaid
1135,3,A,November,2857,404,Unpaid
1135,3,A,December,2857,314,Unpaid
1135,3,A,January,2857,405,Unpaid
1135,3,A,February,2857,2857,Paid
1135,3,A,March,2857,2857,Paid
1136,3,B,April,3275,3275,Paid
1136,3,B,May,3275,2451,Unpaid
1136,3,B,August,3275,3275,Paid
1136,3,B,September,3275,249,Unpaid
1136,3,B,October,3275,3275,Paid
1136,3,B,November,3275,3275,Paid
1136,3,B,December,3275,2755,Unpaid
1136,3,B,January,3275,3275,Paid
1136,3,B,February,3275,1331,Unpaid
1136,3,B,March,3275,1816,Unpaid
1137,3,B,April,4264,184,Unpaid
1137,3,B,May,4264,1645,Unpaid
1137,3,B,August,4264,4264,Paid
1137,3,B,September,4264,3128,Unpaid
1137,3,B,October,4264,4264,Paid
1137,3,B,November,4264,1882,Unpaid
1137,3,B,December,4264,4264,Paid
1137,3,B,January,4264,4264,Paid
1137,3,B,February,4264,4264,Paid
1137,3,B,March,4264,4264,Paid
1138,3,A,April,4376,4376,Paid
1138,3,A,May,4376,2373,Unpaid
1138,3,A,August,4376,3561,Unpaid
1138,3,A,September,4376,4069,Unpaid
1138,3,A,October,4376,4213,Unpaid
1138,3,A,November,4376,4376,Paid
1138,3,A,December,4376,4376,Paid
1138,3,A,January,4376,324,Unpaid
1138,3,A,February,4376,2579,Unpaid
1138,3,A,March,4376,1374,Unpaid
1139,3,B,April,2464,2464,Paid
1139,3,B,May,2464,2464,Paid
1139,3,B,August,2464,2464,Paid
1139,3,B,September,2464,989,Unpaid
1139,3,B,October,2464,2464,Paid
1139,3,B,November,2464,2464,Paid
